0	276
1	210
2	281
3	414
4	436
5	544
6	768
7	995
8	1155
9	1409
10	1855
11	2281
12	2760
13	3550
14	4319
15	5117
16	6298
17	7787
18	9407
19	11168
20	13400
21	15906
22	18593
23	21991
24	26099
25	30318
26	35391
27	40451
28	46889
29	53793
30	61820
31	70085
32	79591
33	89579
34	99980
35	112202
36	125065
37	137846
38	152230
39	167364
40	183524
41	198832
42	215441
43	232009
44	248990
45	266679
46	284098
47	300781
48	316620
49	333438
50	347481
51	362413
52	375788
53	387076
54	397644
55	406471
56	412070
57	420117
58	423324
59	425517
60	424665
61	423875
62	419658
63	412750
64	406867
65	398367
66	386687
67	375412
68	361677
69	348770
70	333370
71	317975
72	300745
73	283928
74	266819
75	249786
76	233258
77	214986
78	199538
79	182883
80	167000
81	151838
82	138782
83	124845
84	112030
85	100599
86	89416
87	79513
88	69858
89	61978
90	53759
91	46621
92	40571
93	35073
94	30311
95	25904
96	22534
97	18803
98	15616
99	13077
100	11156
101	9506
102	7805
103	6256
104	5259
105	4380
106	3541
107	2720
108	2346
109	1793
110	1465
111	1192
112	966
113	708
114	544
115	419
116	362
117	258
118	207
119	171
120	133
121	93
122	72
123	53
124	42
125	30
126	20
127	18
128	16
129	10
130	10
131	6
132	4
133	1
134	2
135	1
136	2
137	0
138	0
139	2
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
